USGS_station_number	Sample_date_(yyyymmdd)	Sample_time_(HHMM)	Medium_code	NWIS_parameter_code	Parameter_name	Remark_and_result	Units_of_measurement	Analyzing_laboratory	 
T452700107230017	20220809	1300	WG	67441	Carbamazepine	<20.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67441	Carbamazepine	<20.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67441	Carbamazepine	<11.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67441	Carbamazepine	<11.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67441	Carbamazepine	<20.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67441	Carbamazepine	<11.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67441	Carbamazepine	<11.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67441	Carbamazepine	<11.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67441	Carbamazepine	<11.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67441	Carbamazepine	<20.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67441	Carbamazepine	<11.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67441	Carbamazepine	<20.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67441	Carbamazepine	<11.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67441	Carbamazepine	<20.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67442	Cimetidine	<140	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67442	Cimetidine	<140	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67442	Cimetidine	<140	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67442	Cimetidine	<140	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67442	Cimetidine	<140	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67442	Cimetidine	<140	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67442	Cimetidine	<140	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67442	Cimetidine	<140	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67442	Cimetidine	<140	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67442	Cimetidine	<140	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67442	Cimetidine	<140	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67442	Cimetidine	<140	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67442	Cimetidine	<140	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67442	Cimetidine	<140	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67442	Cimetidine	<140	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67442	Cimetidine	<140	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67442	Cimetidine	<140	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67442	Cimetidine	<140	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67442	Cimetidine	<140	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67442	Cimetidine	<140	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67442	Cimetidine	<140	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67442	Cimetidine	<140	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67442	Cimetidine	<140	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67442	Cimetidine	<140	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67442	Cimetidine	<140	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67442	Cimetidine	<140	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67443	Codeine	<80.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67443	Codeine	r	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67443	Codeine	r	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67443	Codeine	r	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67443	Codeine	<80.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67443	Codeine	<80.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67443	Codeine	<80.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67443	Codeine	r	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67443	Codeine	r	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67443	Codeine	<80.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67443	Codeine	r	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67443	Codeine	r	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67443	Codeine	<80.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67443	Codeine	<80.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67443	Codeine	<80.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67443	Codeine	r	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67443	Codeine	<80.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67443	Codeine	<80.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67443	Codeine	<80.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67443	Codeine	<80.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67443	Codeine	r	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67443	Codeine	<80.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67443	Codeine	r	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67443	Codeine	<80.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67443	Codeine	r	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67443	Codeine	<80.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67444	Cotinine	<80.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67444	Cotinine	<80.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67444	Cotinine	<80.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67444	Cotinine	<6.40	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67444	Cotinine	<6.40	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67444	Cotinine	<6.40	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67444	Cotinine	<6.40	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67444	Cotinine	<80.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67444	Cotinine	<6.40	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67444	Cotinine	<80.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67444	Cotinine	<6.40	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67444	Cotinine	<80.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67444	Cotinine	<6.40	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67444	Cotinine	<80.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67444	Cotinine	<80.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67444	Cotinine	<6.40	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67444	Cotinine	<6.40	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67444	Cotinine	<6.40	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67444	Cotinine	<10.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67444	Cotinine	<6.40	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67444	Cotinine	<6.40	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67444	Cotinine	<80.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67444	Cotinine	<6.40	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67444	Cotinine	<80.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67444	Cotinine	<80.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67444	Cotinine	<6.40	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67445	Dehydronifedipine	<20.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67446	Dimethylxanthine	<140	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67446	Dimethylxanthine	<140	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67446	Dimethylxanthine	<140	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67446	Dimethylxanthine	<140	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67446	Dimethylxanthine	<140	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67447	Diphenhydramine	<48.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67448	Duloxetine	<80.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67448	Duloxetine	<80.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67448	Duloxetine	<80.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67448	Duloxetine	<80.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67448	Duloxetine	<80.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67448	Duloxetine	<80.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67448	Duloxetine	<80.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67448	Duloxetine	<80.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67448	Duloxetine	<80.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67448	Duloxetine	<80.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67448	Duloxetine	<80.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67448	Duloxetine	<80.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67448	Duloxetine	<80.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67449	Erythromycin	u	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67449	Erythromycin	<80.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67449	Erythromycin	<80.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67449	Erythromycin	<80.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67449	Erythromycin	<80.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67449	Erythromycin	<80.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67449	Erythromycin	<80.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67449	Erythromycin	<80.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67449	Erythromycin	<80.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67449	Erythromycin	<80.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67449	Erythromycin	<80.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67449	Erythromycin	<80.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67449	Erythromycin	<80.0	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67449	Erythromycin	<80.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67450	Fluoxetine	<200	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67450	Fluoxetine	<26.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67450	Fluoxetine	<26.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67450	Fluoxetine	<200	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67450	Fluoxetine	<200	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67450	Fluoxetine	<26.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67450	Fluoxetine	<200	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67450	Fluoxetine	<26.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67450	Fluoxetine	<200	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67450	Fluoxetine	<200	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67450	Fluoxetine	<26.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67450	Fluoxetine	<26.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67450	Fluoxetine	<26.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67450	Fluoxetine	<200	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67450	Fluoxetine	<26.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67450	Fluoxetine	<26.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67450	Fluoxetine	<26.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67450	Fluoxetine	<26.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67450	Fluoxetine	<26.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67450	Fluoxetine	<200	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67450	Fluoxetine	<26.0	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67450	Fluoxetine	<26.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67450	Fluoxetine	<200	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67450	Fluoxetine	<200	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67450	Fluoxetine	<26.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67450	Fluoxetine	<200	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67451	Norfluoxetine	<200	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67451	Norfluoxetine	<200	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67451	Norfluoxetine	<200	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67451	Norfluoxetine	<200	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67451	Norfluoxetine	<200	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67451	Norfluoxetine	<200	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67451	Norfluoxetine	<200	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67451	Norfluoxetine	<200	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67451	Norfluoxetine	<200	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67451	Norfluoxetine	<200	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67451	Norfluoxetine	<200	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67451	Norfluoxetine	<80.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67452	Ranitidine	u	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67452	Ranitidine	<192	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67452	Ranitidine	u	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67452	Ranitidine	<192	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67452	Ranitidine	<192	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67452	Ranitidine	<192	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67452	Ranitidine	<192	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67452	Ranitidine	u	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67452	Ranitidine	u	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67452	Ranitidine	u	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67452	Ranitidine	u	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67452	Ranitidine	<192	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67452	Ranitidine	<192	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67452	Ranitidine	<192	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67452	Ranitidine	<192	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67452	Ranitidine	u	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67452	Ranitidine	<192	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67452	Ranitidine	<192	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67452	Ranitidine	<192	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67452	Ranitidine	<192	ng/l	NWQL	
T453600107270018	20220810	1230	WT	67452	Ranitidine	<192	ng/l	NWQL	
T451852107214501	20220809	1110	WT	67452	Ranitidine	u	ng/l	NWQL	
T452500108320026	20220808	1000	WT	67452	Ranitidine	<192	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67452	Ranitidine	u	ng/l	NWQL	
T453500107270024	20220810	1100	WT	67452	Ranitidine	<192	ng/l	NWQL	
T450754107240301	20220809	0910	WT	67452	Ranitidine	u	ng/l	NWQL	
T451800107220007	20220809	1140	WG	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T452500107234008	20220809	1220	WG	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T450800107230004	20220809	0820	WG	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T452700107230017	20220809	1300	WG	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T451400107230005	20220809	0950	WG	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T453900107280021	20220810	0930	WG	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T453800107270022	20220810	1020	WG	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T451800107540001	20220808	1200	WG	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T452700107430003	20220808	1330	WG	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T453200107250023	20220810	1150	WG	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T452000107520002	20220808	1240	WG	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T454300107330012	20220810	0840	WG	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T453200107250011	20220810	0750	WG	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T451800107210006	20220809	1030	WG	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T451943107212513	20220809	1030	WS	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T453254107251316	20220809	1225	WS	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
T453535107275515	20220809	1340	WS	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T453615107271309	20220810	0900	WS	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T453657107270401	20220810	1000	WS	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T451257107225201	20220810	1200	WS	67454	Sulfamethoxazole	<20.0	ng/l	NWQL	
T452540108321601	20220808	0920	WT	67454	Sulfamethoxazole	<80.0	ng/l	NWQL	
